Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20
A12,0.29411764705882354,A32,A42,0.22565203037306042,A65,A73,0.0,A92,A101,1.0,A122,0.5178571428571429,A143,A152,0.0,A172,0.0,A192,A201
A14,0.11764705882352941,A34,A46,0.02481567073841752,A61,A73,1.0,A93,A101,0.3333333333333333,A123,0.23214285714285715,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A11,0.16176470588235295,A33,A42,0.18669527896995708,A61,A75,0.0,A92,A101,1.0,A122,0.14285714285714285,A143,A152,0.3333333333333333,A172,0.0,A191,A201
A12,0.38235294117647056,A34,A40,0.22003961703532518,A61,A71,1.0,A94,A101,0.3333333333333333,A123,0.16071428571428573,A143,A152,0.3333333333333333,A174,0.0,A191,A201
A11,0.29411764705882354,A32,A43,0.0928799383735006,A61,A72,1.0,A91,A101,0.6666666666666666,A122,0.23214285714285715,A143,A152,0.0,A173,0.0,A191,A201
A11,0.29411764705882354,A32,A41,0.1463629360625069,A61,A74,0.3333333333333333,A93,A101,0.0,A124,0.26785714285714285,A143,A153,0.0,A174,0.0,A192,A201
A11,0.20588235294117646,A32,A42,0.1325519973588643,A64,A73,1.0,A93,A101,0.3333333333333333,A123,0.16071428571428573,A143,A152,0.0,A173,0.0,A191,A201
A14,0.20588235294117646,A34,A40,0.04280840761527457,A61,A73,1.0,A92,A101,0.6666666666666666,A121,0.30357142857142855,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A11,0.058823529411764705,A34,A40,0.17321448222735777,A61,A74,0.0,A93,A101,1.0,A121,0.35714285714285715,A143,A152,0.3333333333333333,A172,0.0,A191,A202
A14,0.11764705882352941,A34,A42,0.3054363376251788,A65,A75,0.3333333333333333,A93,A101,1.0,A122,0.5357142857142857,A143,A151,0.0,A173,0.0,A192,A201
A14,0.29411764705882354,A32,A40,0.07015516672169032,A64,A74,1.0,A92,A101,0.6666666666666666,A123,0.26785714285714285,A143,A152,0.0,A173,1.0,A192,A201
A13,0.47058823529411764,A32,A43,0.23236491691427313,A61,A75,1.0,A93,A101,0.3333333333333333,A123,0.21428571428571427,A143,A152,0.0,A173,0.0,A191,A201
A12,0.029411764705882353,A32,A43,0.04500935402222956,A61,A75,1.0,A93,A101,1.0,A123,0.16071428571428573,A143,A152,0.0,A173,1.0,A191,A201
A11,0.29411764705882354,A34,A41,0.3502255970067129,A61,A71,0.3333333333333333,A93,A101,1.0,A124,1.0,A143,A153,0.3333333333333333,A174,0.0,A192,A201
A14,0.20588235294117646,A34,A46,0.08880818752063387,A62,A73,1.0,A92,A101,0.3333333333333333,A121,0.19642857142857142,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A12,0.8235294117647058,A32,A40,0.39385935952459555,A62,A72,1.0,A92,A101,0.3333333333333333,A122,0.08928571428571429,A143,A152,0.0,A174,0.0,A191,A201
A14,0.6470588235294118,A34,A41,0.6239683063717398,A62,A73,0.3333333333333333,A92,A101,1.0,A123,0.08928571428571429,A141,A151,0.3333333333333333,A172,0.0,A191,A201
A11,0.29411764705882354,A30,A42,0.2123913282711566,A61,A75,0.6666666666666666,A93,A101,1.0,A124,0.07142857142857142,A141,A151,0.3333333333333333,A173,1.0,A191,A201
A11,0.029411764705882353,A34,A42,0.17244415098492352,A61,A73,0.0,A91,A101,1.0,A121,0.44642857142857145,A143,A151,0.0,A174,0.0,A192,A201
A12,0.1323529411764706,A32,A43,0.1018487949818422,A61,A72,0.3333333333333333,A92,A103,1.0,A122,0.07142857142857142,A143,A152,0.0,A172,0.0,A191,A201
A11,0.16176470588235295,A32,A44,0.056399251678221636,A65,A73,1.0,A92,A101,0.3333333333333333,A123,0.08928571428571429,A143,A151,0.0,A173,0.0,A191,A201
A11,0.29411764705882354,A32,A42,0.21563772422141522,A61,A73,1.0,A93,A101,1.0,A122,0.16071428571428573,A143,A152,0.0,A173,0.0,A191,A201
A12,0.08823529411764706,A32,A42,0.06993507208099482,A61,A73,1.0,A91,A101,0.3333333333333333,A123,0.21428571428571427,A143,A152,0.0,A172,0.0,A191,A201
A12,0.29411764705882354,A34,A46,0.3022449653350941,A61,A72,0.3333333333333333,A92,A101,1.0,A124,0.08928571428571429,A143,A153,0.3333333333333333,A173,0.0,A192,A201
A11,0.25,A32,A42,0.1842742379223066,A61,A74,0.0,A92,A101,1.0,A123,0.125,A143,A151,0.0,A172,0.0,A191,A201
A12,0.20588235294117646,A32,A43,0.16303510509519092,A63,A72,0.0,A94,A101,0.6666666666666666,A121,0.10714285714285714,A143,A151,0.0,A173,0.0,A191,A201
A12,0.20588235294117646,A32,A49,0.2304941124683614,A61,A75,0.0,A93,A102,0.0,A121,0.25,A141,A152,0.0,A174,0.0,A192,A201
A13,0.08823529411764706,A32,A40,0.20353251898316277,A61,A72,0.0,A93,A103,0.0,A122,0.32142857142857145,A143,A152,0.0,A172,1.0,A191,A201
A14,0.16176470588235295,A34,A43,0.06652360515021459,A61,A73,1.0,A92,A101,0.3333333333333333,A123,0.42857142857142855,A143,A152,0.0,A172,0.0,A191,A201
A12,0.1323529411764706,A34,A43,0.034774953229888855,A61,A72,1.0,A93,A103,1.0,A121,0.07142857142857142,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A12,0.29411764705882354,A32,A43,0.19302299988995267,A63,A71,0.0,A92,A101,1.0,A124,0.07142857142857142,A143,A151,0.0,A171,0.0,A191,A201
A14,0.029411764705882353,A33,A49,0.08215032463959503,A62,A73,0.0,A93,A101,0.3333333333333333,A121,0.26785714285714285,A143,A152,0.3333333333333333,A172,0.0,A191,A201
A12,0.07352941176470588,A34,A46,0.04875096291405304,A64,A75,1.0,A93,A101,0.6666666666666666,A124,0.23214285714285715,A143,A153,0.3333333333333333,A173,1.0,A191,A201
A14,0.07352941176470588,A32,A44,0.05425332893144052,A61,A72,0.0,A92,A101,1.0,A121,0.07142857142857142,A143,A151,0.0,A173,0.0,A192,A201
A12,0.07352941176470588,A32,A42,0.03901177506327721,A61,A73,0.0,A92,A101,0.3333333333333333,A123,0.17857142857142858,A143,A152,0.0,A173,0.0,A191,A202
A14,0.20588235294117646,A34,A41,0.16391548365797293,A65,A71,0.3333333333333333,A93,A101,1.0,A124,0.3392857142857143,A143,A152,0.0,A174,0.0,A192,A201
A11,0.11764705882352941,A30,A43,0.327335754374381,A61,A73,1.0,A93,A101,0.3333333333333333,A122,0.16071428571428573,A143,A151,0.3333333333333333,A173,0.0,A192,A201
A14,0.08823529411764706,A32,A46,0.026246285902938263,A63,A75,1.0,A93,A101,1.0,A124,0.48214285714285715,A143,A153,0.0,A173,0.0,A192,A201
A12,0.29411764705882354,A32,A40,0.05480356553317927,A61,A72,1.0,A93,A101,0.3333333333333333,A121,0.07142857142857142,A142,A152,0.0,A172,0.0,A191,A201
A14,0.11764705882352941,A34,A43,0.11450423682183339,A65,A75,0.0,A93,A102,1.0,A121,0.5357142857142857,A143,A152,0.0,A173,0.0,A192,A201
A14,0.47058823529411764,A33,A43,0.23181468031253438,A61,A73,1.0,A93,A101,0.3333333333333333,A123,0.125,A143,A152,0.3333333333333333,A174,0.0,A192,A201
A14,0.11764705882352941,A32,A43,0.028942445251458126,A61,A73,1.0,A94,A101,0.3333333333333333,A121,0.16071428571428573,A143,A152,0.0,A173,0.0,A191,A201
A11,0.38235294117647056,A32,A42,0.118631011334874,A61,A74,1.0,A92,A101,1.0,A121,0.07142857142857142,A143,A151,0.0,A173,0.0,A191,A201
A12,0.20588235294117646,A32,A46,0.054418399911962144,A65,A73,1.0,A93,A101,1.0,A124,0.75,A143,A153,0.0,A173,0.0,A191,A201
A13,0.11764705882352941,A32,A43,0.17326950588753165,A65,A75,0.3333333333333333,A93,A101,0.6666666666666666,A123,0.32142857142857145,A143,A152,0.0,A174,0.0,A191,A201
A13,0.11764705882352941,A33,A40,0.1098822493672279,A61,A73,0.3333333333333333,A92,A101,0.3333333333333333,A123,0.30357142857142855,A142,A152,0.3333333333333333,A173,0.0,A192,A201
A14,0.029411764705882353,A32,A42,0.08341586882359414,A61,A73,0.0,A94,A101,0.3333333333333333,A122,0.03571428571428571,A143,A151,0.0,A173,0.0,A191,A201
A11,0.20588235294117646,A32,A42,0.1223175965665236,A61,A71,1.0,A93,A101,0.0,A123,0.10714285714285714,A143,A152,0.0,A171,0.0,A191,A201
A14,0.11764705882352941,A32,A49,0.0710905689446462,A61,A74,0.3333333333333333,A93,A101,1.0,A123,0.30357142857142855,A143,A152,0.0,A173,0.0,A192,A201
A14,0.20588235294117646,A34,A41,0.19808517662594916,A61,A74,0.6666666666666666,A93,A101,0.0,A123,0.14285714285714285,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A11,0.20588235294117646,A32,A42,0.1870804445911742,A61,A72,0.0,A92,A101,1.0,A123,0.05357142857142857,A143,A151,0.0,A173,0.0,A191,A201
A11,0.47058823529411764,A32,A42,0.17585561791570375,A61,A75,1.0,A93,A101,0.3333333333333333,A123,0.4107142857142857,A143,A152,0.0,A173,1.0,A191,A201
A12,0.20588235294117646,A32,A42,0.15137008913832947,A61,A74,0.3333333333333333,A92,A101,1.0,A121,0.375,A143,A151,0.0,A173,0.0,A191,A201
A14,0.47058823529411764,A32,A40,0.1556619346318917,A65,A73,1.0,A93,A101,1.0,A121,0.30357142857142855,A143,A152,0.0,A173,0.0,A191,A201
A14,0.20588235294117646,A34,A43,0.32023770221195114,A61,A75,0.6666666666666666,A93,A101,1.0,A123,0.25,A143,A152,0.3333333333333333,A173,0.0,A192,A201
A14,0.08823529411764706,A34,A42,0.10432485968966655,A61,A72,0.0,A92,A101,0.6666666666666666,A121,0.07142857142857142,A143,A151,0.3333333333333333,A173,0.0,A191,A201
A14,0.8235294117647058,A34,A40,0.7431495543083526,A65,A75,0.3333333333333333,A93,A101,1.0,A124,0.7857142857142857,A141,A153,0.0,A174,0.0,A192,A201
A12,0.8235294117647058,A31,A410,0.7996038296467481,A62,A75,0.6666666666666666,A92,A101,1.0,A124,0.7321428571428571,A141,A153,0.3333333333333333,A174,0.0,A192,A201
A11,0.6470588235294118,A31,A49,0.4091009133927589,A61,A74,0.3333333333333333,A92,A103,1.0,A123,0.32142857142857145,A143,A151,0.0,A173,0.0,A191,A201
A14,0.20588235294117646,A33,A43,0.11389897655992076,A61,A71,0.3333333333333333,A94,A101,0.6666666666666666,A121,0.26785714285714285,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A14,0.04411764705882353,A33,A43,0.03279410146362936,A65,A75,0.6666666666666666,A93,A101,1.0,A124,0.30357142857142855,A143,A153,0.0,A173,0.0,A191,A201
A12,0.47058823529411764,A32,A40,0.7740728513260702,A61,A75,1.0,A93,A101,0.3333333333333333,A124,0.6785714285714286,A143,A153,0.0,A174,0.0,A192,A201
A14,0.029411764705882353,A34,A40,0.0061626499394739735,A62,A73,1.0,A92,A101,1.0,A123,0.5892857142857143,A143,A152,0.3333333333333333,A172,0.0,A191,A201
A11,0.23529411764705882,A32,A42,0.10795642126114229,A65,A74,1.0,A93,A101,1.0,A123,0.35714285714285715,A143,A152,0.0,A173,0.0,A192,A201
A12,0.20588235294117646,A32,A41,0.7002310993727303,A61,A71,0.6666666666666666,A92,A101,1.0,A124,0.3392857142857143,A143,A153,0.0,A174,0.0,A192,A201
A14,0.2647058823529412,A32,A40,0.05683944095961263,A65,A74,1.0,A92,A101,1.0,A122,0.10714285714285714,A143,A151,0.0,A173,0.0,A191,A201
A13,0.11764705882352941,A32,A40,0.05942555298778475,A61,A72,1.0,A93,A101,0.0,A121,0.125,A143,A152,0.0,A173,0.0,A191,A201
A14,0.38235294117647056,A33,A49,0.2213051612193243,A62,A73,0.3333333333333333,A93,A101,0.3333333333333333,A122,0.125,A143,A152,0.3333333333333333,A172,0.0,A191,A201
A14,0.20588235294117646,A34,A43,0.10938703642566304,A61,A73,0.3333333333333333,A92,A101,0.0,A123,0.10714285714285714,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A14,0.20588235294117646,A32,A43,0.04820072631231429,A65,A72,1.0,A92,A101,0.3333333333333333,A121,0.03571428571428571,A143,A151,0.0,A173,0.0,A192,A201
A12,0.20588235294117646,A34,A42,0.39198855507868385,A61,A71,1.0,A93,A101,1.0,A122,0.375,A142,A152,0.3333333333333333,A174,0.0,A192,A201
A12,0.16176470588235295,A34,A49,0.11422911852096401,A63,A73,0.3333333333333333,A93,A101,1.0,A123,0.14285714285714285,A141,A152,0.0,A173,0.0,A191,A201
A14,0.07352941176470588,A32,A49,0.06597336854847584,A61,A74,0.6666666666666666,A92,A101,0.3333333333333333,A123,0.14285714285714285,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A14,0.20588235294117646,A32,A40,0.08638714647298339,A61,A73,0.3333333333333333,A94,A101,0.3333333333333333,A122,0.19642857142857142,A143,A152,0.0,A174,0.0,A192,A201
A12,0.11764705882352941,A32,A42,0.040332342907450205,A64,A72,0.0,A92,A101,1.0,A121,0.0,A143,A151,0.0,A172,0.0,A191,A201
A11,0.47058823529411764,A32,A40,0.16501595686145043,A61,A74,0.3333333333333333,A93,A101,1.0,A124,0.35714285714285715,A141,A153,0.0,A174,1.0,A192,A201
A11,0.029411764705882353,A34,A43,0.09392538791680423,A61,A74,0.0,A92,A101,1.0,A123,0.21428571428571427,A143,A152,0.0,A173,0.0,A191,A201
A14,0.07352941176470588,A34,A42,0.118631011334874,A61,A71,0.3333333333333333,A93,A101,0.6666666666666666,A123,0.21428571428571427,A143,A152,0.0,A174,0.0,A191,A201
A12,0.5147058823529411,A33,A46,0.6333223286012986,A62,A74,0.3333333333333333,A93,A101,0.6666666666666666,A124,0.23214285714285715,A143,A151,0.0,A173,0.0,A192,A201
A11,0.11764705882352941,A32,A42,0.12809508088478044,A61,A71,0.6666666666666666,A92,A101,1.0,A124,0.6428571428571429,A143,A153,0.0,A174,0.0,A191,A201
A11,0.47058823529411764,A34,A42,0.11543963904478927,A61,A73,0.6666666666666666,A94,A101,0.3333333333333333,A122,0.48214285714285715,A143,A152,0.3333333333333333,A173,0.0,A192,A201
A12,0.11764705882352941,A32,A40,0.05353802134918015,A61,A75,0.0,A91,A101,0.0,A121,0.48214285714285715,A143,A151,0.3333333333333333,A173,0.0,A191,A201
A14,0.29411764705882354,A34,A43,0.06965995378012545,A64,A73,1.0,A92,A101,0.0,A121,0.42857142857142855,A143,A152,0.3333333333333333,A172,0.0,A191,A201
A14,0.20588235294117646,A32,A43,0.06729393639264884,A61,A72,0.6666666666666666,A94,A101,1.0,A121,0.35714285714285715,A143,A152,0.0,A173,0.0,A192,A201
A12,0.20588235294117646,A34,A49,0.090073731704633,A65,A73,1.0,A94,A101,1.0,A121,0.16071428571428573,A141,A152,0.3333333333333333,A173,0.0,A191,A201
A14,0.29411764705882354,A33,A49,0.46208869814020026,A61,A72,0.3333333333333333,A93,A101,0.3333333333333333,A123,0.14285714285714285,A141,A152,0.3333333333333333,A173,0.0,A192,A201
A14,0.14705882352941177,A33,A40,0.03037306041597887,A61,A73,1.0,A93,A101,0.3333333333333333,A123,0.14285714285714285,A143,A152,0.3333333333333333,A172,0.0,A191,A201
A12,0.20588235294117646,A33,A40,0.14575767580059426,A65,A75,1.0,A93,A101,1.0,A123,0.42857142857142855,A143,A152,0.0,A173,1.0,A191,A201
A12,0.29411764705882354,A32,A43,0.09843732805106195,A61,A72,0.0,A94,A101,0.0,A122,0.05357142857142857,A143,A152,0.0,A173,0.0,A192,A201
A14,0.29411764705882354,A34,A41,0.10713106635853417,A65,A74,1.0,A93,A101,1.0,A123,0.42857142857142855,A143,A152,0.3333333333333333,A173,1.0,A192,A201
A11,0.16176470588235295,A32,A43,0.04418399911962144,A61,A72,1.0,A94,A101,0.3333333333333333,A121,0.14285714285714285,A143,A152,0.0,A173,0.0,A191,A202
A14,0.29411764705882354,A32,A43,0.16424562561901618,A63,A75,0.6666666666666666,A91,A101,0.3333333333333333,A123,0.125,A143,A152,0.0,A174,0.0,A192,A201
A13,0.11764705882352941,A34,A40,0.03791130185979971,A63,A74,1.0,A94,A101,0.3333333333333333,A121,0.16071428571428573,A143,A152,0.6666666666666666,A173,0.0,A192,A201
A12,0.29411764705882354,A32,A43,0.09447562451854297,A61,A75,1.0,A92,A101,1.0,A123,0.017857142857142856,A143,A152,0.0,A173,0.0,A192,A201
A14,0.4264705882352941,A34,A41,0.385330692197645,A61,A74,0.6666666666666666,A93,A101,0.3333333333333333,A123,0.2857142857142857,A143,A152,0.3333333333333333,A174,0.0,A192,A201
A14,0.11764705882352941,A34,A49,0.11235831407505227,A61,A71,1.0,A93,A101,0.3333333333333333,A123,0.4107142857142857,A142,A152,0.3333333333333333,A174,0.0,A192,A201
A14,0.08823529411764706,A32,A40,0.07411687025420931,A63,A73,0.6666666666666666,A93,A101,0.3333333333333333,A124,0.375,A143,A151,0.0,A172,1.0,A191,A202
A11,0.29411764705882354,A32,A40,0.06223175965665236,A65,A73,1.0,A92,A101,0.3333333333333333,A122,0.2857142857142857,A143,A152,0.0,A173,0.0,A191,A201
A14,0.47058823529411764,A34,A41,0.3076923076923077,A61,A75,0.3333333333333333,A93,A101,0.3333333333333333,A122,0.2857142857142857,A143,A152,0.3333333333333333,A173,1.0,A192,A201
A11,0.11764705882352941,A32,A40,0.12815010454495432,A61,A72,1.0,A93,A101,0.0,A121,0.25,A143,A152,0.0,A172,1.0,A191,A201
A11,0.20588235294117646,A33,A46,0.45234951028942444,A65,A73,0.0,A92,A101,0.3333333333333333,A123,0.07142857142857142,A143,A151,0.3333333333333333,A173,0.0,A192,A201
A14,0.25,A32,A40,0.1393199075602509,A63,A74,0.0,A92,A101,0.3333333333333333,A123,0.21428571428571427,A141,A152,0.0,A174,0.0,A191,A201
A12,0.20588235294117646,A32,A40,0.04357873885770881,A65,A73,1.0,A92,A101,0.3333333333333333,A122,0.25,A143,A152,0.0,A173,0.0,A191,A201
A14,0.16176470588235295,A32,A40,0.16154946627049632,A64,A74,0.3333333333333333,A92,A101,0.6666666666666666,A123,0.017857142857142856,A143,A151,0.0,A173,0.0,A191,A201
A12,0.11764705882352941,A32,A41,0.09783206778914934,A65,A73,1.0,A93,A101,0.3333333333333333,A123,0.19642857142857142,A143,A152,0.0,A173,0.0,A191,A201
A12,0.11764705882352941,A34,A40,0.03895675140310333,A61,A74,0.3333333333333333,A93,A101,0.6666666666666666,A121,0.5,A143,A152,0.3333333333333333,A172,1.0,A191,A201
A14,0.25,A33,A42,0.07378672829316606,A62,A74,1.0,A93,A101,0.6666666666666666,A121,0.26785714285714285,A143,A152,0.3333333333333333,A174,0.0,A191,A201
A12,0.11764705882352941,A32,A42,0.13821943435677342,A65,A75,0.0,A92,A101,0.3333333333333333,A122,0.10714285714285714,A141,A152,0.0,A173,0.0,A192,A201
A12,0.20588235294117646,A32,A41,0.1391548365797293,A61,A73,0.0,A94,A101,0.6666666666666666,A123,0.03571428571428571,A143,A151,0.0,A173,0.0,A192,A201
A14,0.35294117647058826,A34,A43,0.1371739848134698,A61,A75,1.0,A93,A101,0.3333333333333333,A123,0.17857142857142858,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A14,0.20588235294117646,A34,A43,0.049466270496313414,A64,A73,1.0,A93,A101,0.6666666666666666,A121,0.48214285714285715,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A14,0.07352941176470588,A32,A42,0.05849015076482888,A61,A75,0.0,A93,A101,1.0,A123,0.017857142857142856,A143,A152,0.0,A173,0.0,A191,A201
A11,0.20588235294117646,A34,A45,0.05172224056344228,A61,A71,0.3333333333333333,A92,A101,1.0,A124,0.6428571428571429,A143,A153,0.6666666666666666,A171,1.0,A191,A201
A14,0.014705882352941176,A32,A49,0.1759656652360515,A61,A74,0.0,A93,A101,1.0,A121,0.9821428571428571,A143,A152,0.0,A172,0.0,A191,A201
A12,0.29411764705882354,A32,A410,0.6095521074061847,A61,A73,0.3333333333333333,A93,A102,0.6666666666666666,A123,0.17857142857142858,A141,A152,0.3333333333333333,A174,0.0,A192,A201
A11,0.029411764705882353,A34,A42,0.08924837680202487,A61,A71,1.0,A93,A101,1.0,A124,0.30357142857142855,A143,A153,0.6666666666666666,A174,0.0,A192,A201
A14,0.29411764705882354,A34,A45,0.09948277759436558,A61,A73,1.0,A91,A101,0.3333333333333333,A121,0.25,A143,A152,0.3333333333333333,A173,0.0,A192,A201
A11,0.07352941176470588,A32,A42,0.10377462308792781,A61,A73,0.6666666666666666,A93,A101,0.3333333333333333,A121,0.10714285714285714,A143,A152,0.0,A173,0.0,A191,A201
A12,0.11764705882352941,A32,A43,0.06789919665456146,A65,A73,0.3333333333333333,A94,A101,0.0,A121,0.10714285714285714,A143,A152,0.0,A173,0.0,A192,A201
A14,0.029411764705882353,A32,A45,0.022559700671288655,A63,A74,0.3333333333333333,A94,A101,1.0,A121,0.07142857142857142,A143,A151,0.0,A172,0.0,A191,A201
A14,0.29411764705882354,A34,A40,0.05705953560030813,A64,A75,1.0,A92,A101,1.0,A121,0.32142857142857145,A143,A152,0.3333333333333333,A173,0.0,A192,A201
A11,0.5588235294117647,A34,A45,0.17299438758666227,A61,A71,1.0,A93,A102,1.0,A123,0.8214285714285714,A143,A152,0.3333333333333333,A171,0.0,A191,A201
A13,0.11764705882352941,A31,A49,0.019753494002421042,A61,A72,1.0,A92,A101,0.0,A121,0.125,A143,A152,0.0,A171,0.0,A191,A201
A14,0.11764705882352941,A32,A40,0.08990866072411137,A61,A75,1.0,A93,A101,1.0,A123,0.35714285714285715,A143,A152,0.0,A174,0.0,A192,A201
A11,0.11764705882352941,A32,A42,0.07538241443820842,A61,A73,0.3333333333333333,A92,A102,0.6666666666666666,A122,0.19642857142857142,A143,A152,0.0,A173,0.0,A191,A201
A12,0.23529411764705882,A33,A410,0.13090128755364808,A61,A73,0.3333333333333333,A93,A101,0.6666666666666666,A123,0.17857142857142858,A141,A152,0.3333333333333333,A173,0.0,A192,A201
A14,0.11764705882352941,A32,A46,0.025806096621547266,A61,A75,1.0,A93,A101,1.0,A123,0.39285714285714285,A141,A152,0.0,A172,1.0,A191,A201
A12,0.6470588235294118,A34,A42,0.2666446572025971,A61,A73,0.3333333333333333,A92,A101,0.6666666666666666,A123,0.19642857142857142,A143,A152,0.0,A174,0.0,A192,A201
A14,0.07352941176470588,A34,A46,0.05469351821283152,A65,A75,1.0,A92,A101,1.0,A122,0.39285714285714285,A143,A151,0.3333333333333333,A172,0.0,A191,A201
A11,0.47058823529411764,A32,A40,0.08759766699680863,A61,A72,1.0,A92,A101,1.0,A123,0.26785714285714285,A143,A152,0.0,A173,0.0,A192,A201
A12,0.04411764705882353,A32,A43,0.1279850335644327,A61,A73,0.3333333333333333,A93,A103,0.3333333333333333,A121,0.2857142857142857,A143,A152,0.0,A173,0.0,A191,A201
A13,0.11764705882352941,A32,A42,0.06459777704412897,A65,A75,0.6666666666666666,A92,A101,1.0,A121,0.6428571428571429,A143,A152,0.0,A174,0.0,A192,A201
A12,0.16176470588235295,A33,A45,0.06943985913942996,A64,A73,0.6666666666666666,A94,A101,0.6666666666666666,A122,0.75,A142,A152,0.3333333333333333,A173,0.0,A191,A201
A14,0.47058823529411764,A34,A41,0.594475624518543,A65,A73,1.0,A93,A101,0.3333333333333333,A123,0.19642857142857142,A143,A152,0.0,A174,0.0,A192,A201
A14,0.029411764705882353,A32,A43,0.014746340926598437,A61,A73,0.6666666666666666,A92,A101,0.0,A121,0.17857142857142858,A143,A152,0.0,A173,0.0,A191,A201
A14,0.11764705882352941,A30,A42,0.1380543633762518,A61,A75,0.3333333333333333,A93,A101,1.0,A122,0.26785714285714285,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A14,0.29411764705882354,A32,A41,0.13315725762077693,A61,A75,1.0,A93,A101,1.0,A123,0.2857142857142857,A143,A152,0.0,A174,0.0,A192,A201
A11,0.29411764705882354,A32,A40,0.2512930560140861,A61,A74,0.3333333333333333,A93,A102,0.6666666666666666,A122,0.21428571428571427,A143,A152,0.0,A173,0.0,A192,A201
A14,0.29411764705882354,A32,A41,0.1336524705623418,A61,A72,1.0,A92,A101,0.0,A124,0.17857142857142858,A143,A152,0.0,A174,0.0,A192,A201
A11,0.10294117647058823,A34,A40,0.20111147793551226,A61,A73,0.3333333333333333,A93,A101,0.3333333333333333,A121,0.30357142857142855,A143,A151,0.3333333333333333,A173,1.0,A191,A201
A11,0.11764705882352941,A32,A41,0.17255419830527127,A61,A75,0.6666666666666666,A93,A101,1.0,A124,0.2857142857142857,A143,A153,0.0,A173,0.0,A192,A201
A11,0.029411764705882353,A32,A44,0.005117200396170353,A61,A72,1.0,A92,A101,0.0,A121,0.14285714285714285,A143,A152,0.0,A173,0.0,A191,A201
A14,0.20588235294117646,A32,A43,0.23902277979531197,A61,A72,0.6666666666666666,A93,A101,0.3333333333333333,A123,0.23214285714285715,A143,A152,0.0,A173,0.0,A192,A201
A11,0.47058823529411764,A32,A42,0.18542973478595795,A61,A73,0.0,A93,A103,0.3333333333333333,A122,0.32142857142857145,A143,A152,0.0,A173,1.0,A191,A201
A11,0.16176470588235295,A32,A40,0.08093980411576979,A61,A72,0.3333333333333333,A93,A101,0.6666666666666666,A121,0.30357142857142855,A143,A152,0.0,A173,0.0,A191,A201
A12,0.11764705882352941,A32,A42,0.15225046770111147,A61,A72,0.6666666666666666,A92,A101,0.0,A121,0.26785714285714285,A143,A151,0.0,A174,0.0,A191,A201
A12,0.11764705882352941,A32,A48,0.027731924727632883,A65,A75,1.0,A93,A101,1.0,A122,0.3392857142857143,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A14,0.20588235294117646,A32,A49,0.0935402222955871,A61,A74,1.0,A93,A101,0.0,A123,0.26785714285714285,A142,A152,0.3333333333333333,A173,0.0,A192,A201
A11,0.29411764705882354,A32,A41,0.1471332673049411,A61,A73,0.6666666666666666,A93,A103,1.0,A124,0.7857142857142857,A141,A152,0.0,A173,1.0,A192,A201
A11,0.29411764705882354,A33,A43,0.07752833718498954,A61,A72,1.0,A92,A101,0.3333333333333333,A123,0.17857142857142858,A143,A151,0.0,A172,0.0,A192,A201
A14,0.6470588235294118,A33,A43,0.3845053372950369,A65,A75,0.6666666666666666,A93,A101,0.6666666666666666,A123,0.23214285714285715,A141,A152,0.3333333333333333,A173,1.0,A191,A201
A14,0.4264705882352941,A33,A49,0.13832948167712117,A61,A73,0.3333333333333333,A92,A101,0.3333333333333333,A123,0.125,A143,A152,0.3333333333333333,A173,0.0,A192,A201
A14,0.29411764705882354,A33,A41,0.24369979091009134,A61,A74,0.6666666666666666,A93,A101,0.6666666666666666,A123,0.2857142857142857,A143,A152,0.3333333333333333,A172,0.0,A192,A201
A12,0.29411764705882354,A32,A43,0.15637724221415208,A62,A72,0.6666666666666666,A94,A101,0.3333333333333333,A123,0.05357142857142857,A143,A151,0.0,A173,0.0,A192,A201
A11,0.029411764705882353,A32,A46,0.010894684714427203,A61,A72,1.0,A92,A101,1.0,A122,0.07142857142857142,A143,A152,0.0,A173,0.0,A191,A201
A11,0.07352941176470588,A32,A40,0.022229558710245404,A61,A73,1.0,A93,A101,0.6666666666666666,A123,0.16071428571428573,A143,A152,0.0,A172,0.0,A191,A201
A14,0.029411764705882353,A32,A48,0.05436337625178827,A65,A71,1.0,A93,A101,1.0,A122,0.30357142857142855,A143,A152,0.0,A174,1.0,A192,A201
A12,0.20588235294117646,A34,A43,0.054748541873005395,A61,A73,1.0,A94,A101,0.3333333333333333,A123,0.25,A143,A152,0.0,A173,0.0,A191,A201
